"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"32","Jordan Eberle","SEA","R","31","606.41666666667","693","480","59.08","505","347","59.27","321","217","59.67","34","19","64.15","41.29","28.92","58.81","332","214","60.81","135","94","58.95","14","6","70.00","197","120","62.15","9","6","60.00","467","269","63.45","11","6","64.71","10.59","91.24","1.018","160","129","63","351","71.75","278","168","124","69.15"
"765","Leo Carlsson","ANA","C","34","680.95","843","585","59.03","619","447","58.07","399","286","58.25","55","43","56.12","47.9","39.34","54.91","425","315","57.43","165","146","53.05","23","25","47.92","260","169","60.61","22","9","70.97","502","308","61.98","9","5","64.29","13.78","84.97","0.987","144","151","112","414","56.25","288","204","183","61.15"
"755","Andrei Kuzmenko","L.A","L","27","390.28333333333","445","309","59.02","304","214","58.69","204","137","59.82","19","15","55.88","24.52","15.31","61.56","217","129","62.72","94","55","63.09","12","7","63.16","123","74","62.44","5","2","71.43","277","180","60.61","2","4","33.33","9.31","89.05","0.984","74","59","42","232","63.79","163","97","80","67.08"
"188","Jake Guentzel","T.B","C","33","680.41666666667","795","555","58.89","576","423","57.66","367","287","56.12","52","34","60.47","51.81","32.25","61.64","444","238","65.10","179","98","64.62","22","13","62.86","265","140","65.43","21","11","65.63","476","331","58.98","9","6","60.00","14.17","88.15","1.023","157","102","64","425","71.04","307","158","148","67.47"
"85","Zach Hyman","EDM","L","15","300.33333333333","368","257","58.88","275","198","58.14","175","127","57.95","31","15","67.39","24.22","15.76","60.58","188","131","58.93","77","55","58.33","14","7","66.67","111","76","59.36","10","4","71.43","231","125","64.89","7","3","70.00","17.71","88.19","1.059","50","54","18","178","73.53","125","83","39","76.22"
"108","Mike Reilly","CAR","D","21","345","428","299","58.87","300","224","57.25","181","155","53.87","18","14","56.25","20.07","16.94","54.23","188","174","51.93","77","67","53.47","9","9","50.00","111","107","50.92","5","5","50.00","254","156","61.95","3","0","100.00","9.94","90.97","1.009","66","84","52","288","55.93","136","137","99","57.87"
"637","Ilya Solovyov","COL","D","9","104","127","89","58.80","91","56","61.90","58","42","58.00","1","5","16.67","5.03","3.52","58.84","57","39","59.38","25","18","58.14","1","5","16.67","32","21","60.38","0","0","-","72","50","59.02","0","0","-","1.72","88.10","0.898","15","21","11","96","57.69","38","26","23","62.30"
"424","Morgan Frost","CGY","C","34","545.88333333333","627","440","58.76","465","326","58.79","320","206","60.84","32","25","56.14","36.99","26.95","57.86","308","220","58.33","143","102","58.37","19","15","55.88","165","118","58.30","5","6","45.45","458","212","68.36","8","1","88.89","10.00","87.86","0.979","186","100","54","344","77.50","332","147","98","77.21"
"660","Dylan Guenther","UTA","R","35","602.05","688","484","58.70","527","348","60.23","345","226","60.42","40","32","55.56","38.26","31.42","54.90","317","227","58.27","131","96","57.71","18","13","58.06","186","131","58.68","16","10","61.54","444","269","62.27","5","5","50.00","11.59","85.84","0.974","147","125","72","386","67.12","282","164","132","68.12"
"337","Troy Terry","ANA","R","34","650.9","798","565","58.55","587","427","57.89","378","279","57.53","53","37","58.89","45.09","37.46","54.62","410","303","57.50","163","137","54.33","24","24","50.00","247","166","59.81","21","6","77.78","463","313","59.66","7","5","58.33","14.02","86.74","1.008","155","148","102","385","60.31","278","192","185","60.04"
"301","Dylan Strome","WSH","C","31","558.3","675","478","58.54","496","348","58.77","321","229","58.36","44","15","74.58","44.62","21.44","67.54","351","225","60.94","150","91","62.24","23","4","85.19","201","134","60.00","14","6","70.00","445","235","65.44","6","3","66.67","13.71","93.45","1.072","174","105","31","328","84.88","304","145","87","77.75"
"477","Rasmus Dahlin","BUF","D","29","702.63333333333","832","592","58.43","597","432","58.02","409","279","59.45","42","36","53.85","45.8","32.76","58.30","382","268","58.77","166","122","57.64","22","20","52.38","216","146","59.67","12","9","57.14","499","345","59.12","7","4","63.64","10.27","87.10","0.974","112","144","93","450","54.63","295","203","192","60.57"
"27","Steven Stamkos","NSH","C","32","553.86666666667","632","451","58.36","447","346","56.37","287","231","55.41","28","27","50.91","39.26","28.19","58.21","315","211","59.89","152","88","63.33","16","13","55.17","163","123","56.99","7","9","43.75","425","243","63.62","5","3","62.50","9.76","88.31","0.981","134","93","53","366","71.66","272","143","130","67.66"
"212","Seth Jones","FLA","D","32","760.88333333333","871","623","58.30","634","461","57.90","407","289","58.48","42","33","56.00","51.4","37.29","57.95","428","280","60.45","198","119","62.46","21","18","53.85","230","161","58.82","15","8","65.22","540","390","58.06","5","6","45.45","10.32","88.58","0.989","142","170","119","458","54.41","306","238","217","58.51"
"617","Hendrix Lapierre","WSH","C","32","301.58333333333","337","241","58.30","246","176","58.29","155","115","57.41","12","9","57.14","17.27","12.7","57.63","173","109","61.35","75","43","63.56","5","5","50.00","98","66","59.76","3","2","60.00","169","137","55.23","4","2","66.67","7.74","92.17","0.999","39","48","31","275","55.71","73","57","50","59.35"
"656","Matt Coronato","CGY","R","33","553.66666666667","643","460","58.30","452","340","57.07","311","228","57.70","25","32","43.86","35.05","28","55.59","306","226","57.52","130","98","57.02","16","14","53.33","176","128","57.89","3","12","20.00","453","235","65.84","6","3","66.67","8.04","85.96","0.940","166","88","56","357","74.77","322","140","106","75.23"
"675","Ville Koivunen","PIT","R","21","267.36666666667","303","217","58.27","211","152","58.13","135","95","58.70","6","8","42.86","14.48","8.94","61.81","147","91","61.76","56","39","58.95","2","4","33.33","91","52","63.64","4","4","50.00","175","133","56.82","0","0","-","4.44","91.58","0.960","45","55","16","211","73.77","85","63","37","69.67"
"526","Alex Turcotte","L.A","C","31","289.31666666667","332","238","58.25","230","170","57.50","147","113","56.54","10","12","45.45","16.02","10.6","60.17","156","104","60.00","76","52","59.38","5","6","45.45","80","52","60.61","3","2","60.00","189","136","58.15","2","4","33.33","6.80","89.38","0.962","39","48","25","288","60.94","91","82","65","58.33"
"692","Joel Nystrom","CAR","D","24","382.48333333333","426","306","58.20","294","234","55.68","182","154","54.17","15","17","46.88","19.84","16.94","53.94","190","162","53.98","79","69","53.38","7","10","41.18","111","93","54.41","5","5","50.00","269","178","60.18","3","2","60.00","8.24","88.96","0.972","75","83","59","335","55.97","163","125","116","58.42"
"571","Dmitri Voronkov","CBJ","L","33","532.66666666667","632","456","58.09","470","350","57.32","301","240","55.64","33","21","61.11","35.1","24.98","58.42","305","212","58.99","124","102","54.87","18","11","62.07","181","110","62.20","9","6","60.00","421","241","63.60","6","2","75.00","10.96","91.25","1.022","172","132","32","326","84.31","291","188","85","77.39"
"252","Adrian Kempe","L.A","R","32","616.35","686","496","58.04","481","360","57.19","314","239","56.78","39","24","61.90","39.71","27.9","58.73","314","234","57.30","126","114","52.50","20","13","60.61","188","120","61.04","12","6","66.67","464","281","62.28","6","3","66.67","12.42","89.96","1.024","120","101","75","386","61.54","268","167","168","61.47"
"696","Taylor Makar","COL","L","3","16.65","22","16","57.89","16","10","61.54","11","4","73.33","0","0","-","0.86","0.56","60.39","10","8","55.56","4","2","66.67","0","0","-","6","6","50.00","0","0","-","16","10","61.54","0","0","-","0.00","100.00","1.000","7","6","1","13","87.50","9","6","3","75.00"
"493","Kirill Marchenko","CBJ","R","29","553.03333333333","672","490","57.83","499","378","56.90","320","258","55.36","36","20","64.29","38.27","27.39","58.29","333","227","59.46","137","108","55.92","18","9","66.67","196","119","62.22","13","6","68.42","429","268","61.55","5","2","71.43","11.25","92.25","1.035","149","136","40","294","78.84","287","190","102","73.78"
"651","Kent Johnson","CBJ","C","32","448.65","515","377","57.74","353","288","55.07","244","193","55.84","21","29","42.00","26.04","20.88","55.49","238","174","57.77","87","93","48.33","11","12","47.83","151","81","65.09","7","9","43.75","325","227","58.88","2","7","22.22","8.61","84.97","0.936","91","87","48","309","65.47","165","127","110","60.00"
"382","Tage Thompson","BUF","C","32","600.41666666667","706","517","57.73","512","389","56.83","333","260","56.16","42","37","53.16","40.85","30.74","57.06","335","234","58.88","142","109","56.57","24","20","54.55","193","125","60.69","13","6","68.42","442","305","59.17","4","7","36.36","12.61","85.77","0.984","153","130","92","371","62.45","298","170","152","66.22"
